Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Analysis Notes,Certainty
-6200,-5500,Equidae,Equidae,radius bone,radius,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,distal phalanx,phalanx 3,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,distal phalanx,phalanx 3,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,distal phalanx,phalanx 3,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,small/medium equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metatarsal bone of digit 3,metatarsus III,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,calcaneus,calcaneus,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,ulna,ulna,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,humerus,humerus,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,femur,femur,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,middle phalanx,phalanx 2,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,middle phalanx,phalanx 2,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,small/medium equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,small/medium equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,femur,femur,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,radius bone,radius,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,middle phalanx,phalanx 2,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,humerus,humerus,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,middle phalanx,phalanx 2,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,incisor tooth,loose tooth,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,distal phalanx,phalanx 3,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Lepus,Lepus,metatarsal bone of digit 4,metatarsus IV,Lepus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,cervical vertebra 1,atlas,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metacarpal bone of digit 3,metacarpus III,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Vulpes,Vulpes,femur,femur,Vulpes sp.,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Bos,Bos,proximal phalanx,phalanx 1,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,fused metatarsal bones 3 and 4,metatarsus III + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,calcaneus,calcaneus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,radius bone,radius,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,proximal phalanx,phalanx 1,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,metatarsal bone of digit 3,metatarsus III,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,calcaneus,calcaneus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Capra,Capra,radius bone,radius,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,ulna,ulna,Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,fused metacarpal bones 3 and 4,metacarpus III + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,humerus,humerus,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,metatarsal bone of digit 3,metatarsus III,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,femur,femur,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Capra,Capra,fused metatarsal bones 3 and 4,metatarsus III + IV,Capra sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,middle phalanx,phalanx 2,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,ilium,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,ilium + ischium,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Capra,Capra,tibia,tibia,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,innominate bone,ilium,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,incisor tooth,loose tooth,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,femur,femur,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,metapodium bone,"metapodial, indeterminate",Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,scapula,scapula,Bos sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,cervical vertebra 2,axis,Equus sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,radius bone,radius,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pelvis,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,humerus,humerus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,proximal phalanx,phalanx 1,Capra sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,tibia,tibia,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Capra,Capra,tibia,tibia,Capra sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,humerus,humerus,Ovis/Capra,sheep goat recorded only,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,tibia,tibia,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Bos,Bos,fused metacarpal bones 3 and 4,metacarpus III + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Bos,Bos,fused metacarpal bones 3 and 4,metacarpus III + IV,Bos sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized artiodactyl (mostly Ovis/Capra/deer),All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,radius bone,radius,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,innominate bone,pubis,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,ulna,ulna,Ovis sp.,All taxa recorded,maybe? (c. 66% confidence)
-6200,-5500,Cervidae,Cervidae,ulna,ulna,small cervid,All taxa recorded,not sure (less than 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,fused metacarpal bones 3 and 4,metacarpus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,femur,femur,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,middle phalanx,phalanx 2,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,innominate bone,pelvis,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,proximal phalanx,phalanx 1,large equid,diagnostic equids and caprine mandibles sampled,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,fused metatarsal bones 3 and 4,metatarsus III + IV,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Sheep/goat,Sheep or goat,scapula,scapula,Ovis/Capra,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,humerus,humerus,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,innominate bone,ilium + ischium,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,scapula,scapula,large equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,radius bone,radius,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Sus,Sus,scapula,scapula,Sus scrofa,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Equidae,Equidae,tibia,tibia,small/medium equid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Equidae,Equidae,metapodium bone,"metapodial, indeterminate",Equus sp.,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,tibia,tibia,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Artiodactyla,Artiodactyla,humerus,humerus,medium-sized bovid/cervid,All taxa recorded,certain (over 90% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
-6200,-5500,Ovis,Ovis,calcaneus,calcaneus,Ovis sp.,sheep goat recorded only,maybe? (c. 66% confidence)
